ID,20S20R1,7S7R100,9S9R100,3S3R100,21S21R1,22S22R1,8S8R100,6S6R100,2S2R100,5S5R100,16S16R1,17S17R1,1S1R100,15S15R1,18S18R1,19S19R1,14S14R1,11S11R1,4S4R100,10S10R1,12S12R1,13S13R1
Caloramator australicus,15,30,2,37,26,70,6,8,43,45,33,33,21,20,9,19,32,56,40,35,9,13
Caloramator fervidus,20,14,4,25,29,46,4,4,35,19,30,9,25,8,18,37,31,41,34,33,10,9
Caloramator mitchellensis,33,21,6,49,40,84,11,20,68,54,33,29,47,32,18,40,50,73,56,50,11,24
Caloramator proteoclasticus,6,9,7,9,3,19,2,0,17,6,12,15,10,7,0,7,21,12,5,25,8,7
Caloramator quimbayensis,48,41,43,80,35,83,27,27,81,84,50,46,57,50,40,65,99,76,104,79,37,41
Caloramator sp. ALD01,21,8,1,10,6,13,2,2,12,14,16,2,11,8,4,13,11,7,24,11,4,7
Caloranaerobacter azorensis,28,27,5,53,33,50,8,11,83,54,34,18,25,30,19,52,49,50,69,30,10,16
Caloranaerobacter ferrireducens,19,7,2,10,10,19,1,4,31,13,11,10,1,6,12,16,12,13,15,18,1,11
Caloranaerobacter sp. TR13,13,6,5,21,8,16,7,17,23,17,16,16,12,11,8,23,25,24,36,23,5,28
Caminicella sporogenes,68,25,18,81,47,87,13,27,64,95,44,47,51,54,29,62,95,93,90,80,25,18
Candidatus Arthromitus sp. SFB-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus Arthromitus sp. SFB-mouse-NL,4,1,0,2,1,0,2,2,10,3,2,0,0,0,0,2,4,4,1,1,1,3
Candidatus Arthromitus sp. SFB-mouse,1,1,0,1,0,2,0,0,0,0,1,0,1,3,1,1,2,4,2,1,1,0
Candidatus Arthromitus sp. SFB-rat-Yit,3,2,0,5,3,9,5,1,10,5,8,5,5,8,5,2,20,10,13,12,9,5
Candidatus Arthromitus sp. SFB-turkey,4,4,5,20,13,21,1,2,22,12,12,4,7,14,7,15,20,22,27,20,7,10
Clostridiisalibacter paucivorans,83,37,12,138,52,71,48,23,63,117,49,76,43,69,39,104,174,73,109,95,27,53
Clostridium aceticum,28,23,11,54,23,55,17,11,41,55,30,34,30,45,23,41,56,71,63,46,16,27
Clostridium acetireducens,39,31,11,59,16,41,15,37,68,65,33,26,43,65,23,71,92,36,82,38,29,30
Clostridium acetobutylicum,18,28,10,50,22,60,5,16,59,41,46,15,49,52,12,34,65,55,66,53,16,11
Clostridium acidisoli,46,25,17,80,38,64,14,25,55,82,41,42,40,55,30,76,75,49,146,33,17,15
Clostridium akagii,38,33,14,52,31,102,7,14,65,66,40,26,41,57,29,70,49,61,89,43,42,15
Clostridium algidicarnis,33,16,15,55,31,61,7,11,38,54,18,19,32,36,23,49,131,34,63,50,10,17
Clostridium aminobutyricum,0,2,0,0,0,2,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,1
Clostridium amylolyticum,30,32,20,67,27,59,13,22,68,60,54,30,39,60,29,68,60,69,82,59,45,27
Clostridium arbusti,24,20,6,44,15,43,10,18,39,34,28,21,16,48,24,43,52,38,72,22,15,18
Clostridium argentinense,67,26,22,66,61,43,16,26,52,71,46,33,52,63,38,50,134,88,69,59,23,22
Clostridium aurantibutyricum,22,10,1,27,23,9,10,16,12,30,11,12,23,35,9,15,48,9,48,22,12,11
Clostridium autoethanogenum,3,0,0,3,1,2,1,0,4,3,1,1,3,3,3,1,4,1,3,2,0,1
Clostridium baratii,36,43,15,66,22,57,16,34,61,62,28,21,36,79,35,63,67,50,92,41,30,32
Clostridium bartlettii CAG:1329,7,4,2,2,4,2,0,1,1,5,9,3,2,4,5,6,5,1,7,4,2,1
Clostridium beijerinckii,208,138,54,478,150,167,66,238,120,339,125,113,209,932,92,468,288,224,720,152,350,99
Clostridium bolteae CAG:59,1,5,3,7,4,2,8,9,5,13,2,6,4,72,2,4,15,5,23,7,37,6
Clostridium bornimense,57,33,9,57,32,52,32,43,36,78,49,62,64,106,32,77,131,45,117,53,80,43
Clostridium botulinum,449,390,235,511,355,446,193,321,508,466,443,356,383,900,243,453,842,341,777,454,315,329
Clostridium butyricum,70,55,46,128,70,61,20,189,59,108,60,54,102,341,52,112,179,58,215,74,100,51
Clostridium cadaveris,35,23,14,62,31,46,29,20,102,23,42,22,31,63,14,37,83,53,61,60,58,37
Clostridium carboxidivorans,35,24,7,38,24,33,20,16,28,36,23,42,49,68,17,30,74,42,72,28,41,23
Clostridium cavendishii,47,44,18,75,44,70,17,20,66,60,33,32,55,83,29,48,90,62,127,52,26,27
Clostridium celatum,28,22,5,43,18,46,9,16,24,55,16,23,26,68,21,47,57,23,60,35,15,20
Clostridium cellulovorans,103,59,40,116,70,85,28,40,100,151,68,67,80,168,61,123,162,154,184,72,76,78
Clostridium chauvoei,15,5,4,22,15,22,2,3,18,23,6,9,19,24,6,26,22,14,34,18,11,12
Clostridium chromiireducens,112,45,22,134,40,64,28,80,41,94,41,43,89,590,40,132,71,115,300,43,177,30
Clostridium clostridioforme CAG:132,1,0,0,0,1,0,0,0,0,0,3,3,3,13,4,1,4,1,3,0,5,2
Clostridium clostridioforme CAG:511,4,3,1,7,4,1,6,3,1,7,0,15,2,16,0,4,5,1,6,1,4,3
Clostridium cochlearium,14,6,3,37,25,17,10,6,23,32,13,18,18,32,6,23,47,24,36,23,23,16
Clostridium colicanis,42,28,11,73,23,54,11,18,38,93,23,25,59,55,17,87,81,67,76,56,32,38
Clostridium collagenovorans,31,14,7,62,46,42,13,20,33,66,36,20,28,40,23,37,81,46,70,38,23,25
Clostridium coskatii,9,13,4,7,4,7,3,2,4,8,11,8,7,7,3,8,4,13,10,7,12,8
Clostridium cylindrosporum,37,32,14,58,30,51,10,17,48,58,33,24,39,38,30,52,68,83,106,46,27,22
Clostridium diolis,1,1,0,4,0,4,2,3,5,2,2,2,7,16,1,6,3,7,7,3,4,2
Clostridium disporicum,25,33,6,73,16,83,20,11,32,39,25,22,41,48,9,74,42,23,140,27,21,14
Clostridium drakei,13,11,3,16,6,16,1,7,11,10,9,5,12,30,11,13,17,13,15,12,13,8
Clostridium estertheticum,39,44,21,89,45,76,24,34,52,91,44,42,61,86,24,106,115,180,143,80,34,25
Clostridium fallax,20,15,12,26,12,36,8,8,31,25,27,14,20,34,5,23,47,46,61,28,13,9
Clostridium felsineum,23,10,9,18,11,27,4,8,15,15,5,9,13,19,10,24,27,10,30,24,8,9
Clostridium formicaceticum,53,34,24,67,47,66,20,31,70,66,39,76,54,63,25,49,124,87,77,63,29,37
Clostridium frigidicarnis,46,24,14,67,16,58,17,21,44,62,31,23,27,52,17,53,38,50,87,38,20,13
Clostridium gasigenes,35,20,21,70,27,59,14,11,47,59,33,32,33,83,22,57,72,50,105,32,27,20
Clostridium grantii,120,53,28,123,76,194,30,34,134,114,81,84,86,98,59,110,152,112,165,289,30,48
Clostridium haemolyticum,7,3,1,8,2,2,2,5,6,11,10,0,2,6,1,10,16,5,24,5,2,1
Clostridium hathewayi CAG:224,1,10,3,10,12,16,14,8,5,12,4,13,6,29,7,10,25,11,21,2,22,12
Clostridium homopropionicum,95,42,24,112,95,62,14,54,70,142,52,91,78,64,77,118,158,132,185,82,34,34
Clostridium hydrogeniformans,24,31,3,39,27,38,14,11,45,38,30,36,33,45,6,48,66,40,62,37,15,23
Clostridium ihumii,21,24,13,35,16,62,15,20,50,32,25,26,36,34,18,24,56,58,43,50,13,23
Clostridium intestinale,70,52,42,137,63,111,19,42,96,154,62,53,68,118,52,138,174,142,274,93,40,48
Clostridium jeddahense,15,11,6,13,8,49,7,18,7,9,15,20,14,28,3,13,29,6,30,7,13,12
Clostridium kluyveri,65,41,28,107,65,84,26,42,99,97,95,79,88,110,45,84,166,77,161,81,49,49
Clostridium leptum CAG:27,5,8,2,15,1,2,17,8,9,14,8,12,24,70,7,6,18,0,26,7,29,18
Clostridium ljungdahlii,13,8,9,19,17,15,6,9,20,21,18,18,23,57,9,22,44,21,36,11,21,8
Clostridium lundense,40,22,9,81,33,33,14,18,53,70,21,29,36,70,15,95,86,57,96,54,33,24
Clostridium magnum,96,52,31,156,75,113,43,51,90,161,49,75,118,159,63,147,143,190,268,93,64,54
Clostridium malenominatum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium massiliodielmoense,0,0,0,1,1,2,0,0,3,0,1,0,0,0,1,0,0,0,0,3,0,1
Clostridium merdae,30,27,13,39,16,24,32,20,29,22,29,23,41,86,8,20,54,35,67,27,50,24
Clostridium neonatale,41,35,19,97,60,34,30,219,33,94,41,34,72,201,34,115,94,63,227,42,77,26
Clostridium nexile CAG:348,11,1,6,7,1,1,3,7,3,2,2,2,3,46,3,7,5,0,10,2,21,4
Clostridium novyi,15,7,8,29,26,22,8,12,26,20,30,9,19,26,8,23,28,27,42,24,12,20
Clostridium oryzae,74,40,14,86,51,102,27,35,68,79,34,45,59,98,56,76,123,114,140,70,55,21
Clostridium paraputrificum,18,10,3,25,14,32,13,10,27,23,23,10,23,62,11,25,29,15,39,18,28,15
Clostridium pasteurianum,112,98,39,254,92,176,30,54,149,215,98,103,143,179,71,267,213,170,311,137,90,60
Clostridium perfringens,117,129,82,310,103,153,56,84,126,256,128,56,114,398,80,357,272,104,383,157,134,106
Clostridium phoceensis,58,61,36,150,37,24,63,166,36,108,39,31,52,392,26,121,159,32,145,28,132,94
Clostridium polynesiense,30,12,10,28,19,41,13,10,27,29,18,27,27,55,12,29,63,62,37,35,25,21
Clostridium puniceum,245,89,44,354,84,57,58,325,48,247,62,54,220,2028,76,412,279,251,869,54,587,70
Clostridium ragsdalei,11,13,10,26,12,16,1,11,7,22,16,7,18,26,7,20,20,11,25,14,5,4
Clostridium roseum,8,7,7,8,3,4,2,4,6,12,5,3,5,13,4,4,14,6,22,13,4,6
Clostridium saccharobutylicum,86,43,20,174,59,60,39,78,82,137,51,28,109,562,35,177,143,92,364,57,177,53
Clostridium saccharoperbutylacetonicum,172,99,31,190,59,83,28,136,65,184,67,43,148,695,54,216,150,145,437,70,229,41
Clostridium sartagoforme,8,7,5,10,11,14,1,9,28,11,7,4,9,24,7,19,20,9,12,8,6,6
Clostridium saudiense,2,1,1,3,0,5,1,0,5,0,13,0,2,3,0,2,0,6,1,2,4,0
Clostridium scatologenes,20,5,4,17,8,17,2,5,17,10,20,11,18,39,18,13,29,17,44,25,9,7
Clostridium senegalense,15,6,5,13,13,5,2,1,9,7,7,6,4,10,8,7,30,4,3,11,5,0
Clostridium septicum,12,6,3,30,32,21,8,10,28,29,15,18,22,28,11,31,41,29,46,42,17,17
Clostridium sp. 12(A),17,11,9,24,7,16,22,17,40,31,16,40,26,84,7,25,68,21,78,16,50,23
Clostridium sp. 1_1_41A1FAA,4,5,0,1,1,0,0,2,1,2,1,3,2,4,0,3,8,0,5,1,2,0
Clostridium sp. 26_21,13,12,2,17,9,9,33,18,7,17,9,36,7,258,12,18,55,4,29,6,141,10
Clostridium sp. 26_22,20,21,9,48,11,14,66,52,12,38,12,75,22,398,12,33,84,14,78,17,350,51
Clostridium sp. 27_14,42,29,11,88,25,14,148,108,20,47,28,111,37,575,35,50,155,21,153,10,629,45
Clostridium sp. 28_12,8,5,3,8,0,3,18,11,3,14,6,18,5,123,6,9,24,6,19,4,103,8
Clostridium sp. 28_17,5,1,0,4,1,0,21,6,1,5,2,13,6,58,4,6,9,0,9,6,47,3
Clostridium sp. 29_15,7,1,0,7,2,4,0,0,2,6,1,6,7,12,4,2,2,1,4,1,6,1
Clostridium sp. 42_12,2,12,6,45,10,8,10,60,4,8,6,5,6,189,1,20,14,0,21,0,52,15
Clostridium sp. 44_14,3,5,3,20,3,7,4,17,2,5,3,5,5,56,2,9,13,2,6,5,17,8
Clostridium sp. 7_2_43FAA,20,18,5,32,13,36,10,16,23,34,8,10,19,47,16,30,66,29,40,23,18,9
Clostridium sp. 7_3_54FAA,18,18,17,17,6,9,22,28,4,9,13,33,16,147,16,16,33,2,51,11,77,13
Clostridium sp. ASBs410,12,14,9,15,12,30,17,8,15,7,31,36,13,45,3,8,51,16,21,14,19,5
Clostridium sp. ASF356,48,35,20,55,30,115,32,29,64,64,53,37,51,126,33,56,135,42,93,45,31,36
Clostridium sp. ASF502,40,18,34,67,31,42,45,40,57,73,25,48,59,179,11,54,154,46,99,42,86,39
Clostridium sp. AT4,351,108,111,244,81,13,604,304,15,317,37,675,68,3433,78,252,506,31,843,66,1335,156
Clostridium sp. ATCC 25772,22,10,8,32,9,25,9,8,6,22,6,16,22,25,5,30,52,15,46,14,3,10
Clostridium sp. ATCC 29733,5,1,2,3,4,0,8,3,3,1,1,1,0,24,1,6,7,4,7,1,15,5
Clostridium sp. ATCC BAA-442,17,22,3,28,21,3,34,50,5,31,7,22,11,159,8,38,45,4,54,10,81,26
Clostridium sp. Ade.TY,12,19,7,44,26,23,6,10,20,34,17,9,12,34,12,28,42,28,37,33,14,15
Clostridium sp. BL-8,39,28,8,57,29,27,12,31,25,48,22,20,40,182,13,62,58,51,101,28,63,13
Clostridium sp. BL8,43,52,13,68,25,59,38,49,62,47,29,29,50,54,27,64,76,181,125,64,22,17
Clostridium sp. BNL1100,23,18,4,22,22,23,10,20,45,19,24,18,20,24,17,17,45,36,29,35,15,14
Clostridium sp. BR31,27,11,14,46,13,12,22,33,22,37,11,39,36,152,14,36,78,19,74,15,101,33
Clostridium sp. BXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Clostridium sp. Bc-iso-3,132,32,22,65,37,92,27,36,50,58,48,53,93,83,39,49,266,56,68,63,50,38
Clostridium sp. C105KSO13,82,19,10,69,32,57,51,29,25,56,29,72,118,165,25,36,204,35,164,43,74,45
Clostridium sp. C105KSO14,4,6,0,4,0,8,11,2,9,12,6,6,5,20,2,6,23,5,19,10,16,11
Clostridium sp. C105KSO15,45,18,8,46,17,14,15,22,5,28,32,59,36,81,7,23,67,28,48,19,45,18
Clostridium sp. C8,18,8,7,22,15,17,3,8,13,28,21,12,14,22,8,12,32,10,29,16,21,10
Clostridium sp. CAG:1000,51,17,7,24,11,16,29,29,39,19,32,47,49,125,13,22,56,22,22,13,102,25
Clostridium sp. CAG:1013,40,26,8,42,23,40,54,22,34,55,20,49,39,205,11,37,121,32,102,29,116,39
Clostridium sp. CAG:1024,111,50,23,85,26,50,166,75,93,100,54,183,170,280,16,69,197,42,170,61,128,77
Clostridium sp. CAG:1193,68,33,9,64,20,110,54,45,131,39,59,57,71,163,43,64,111,41,72,28,208,34
Clostridium sp. CAG:1219,10,17,4,18,6,19,31,19,12,25,17,36,14,131,5,13,25,27,40,8,82,17
Clostridium sp. CAG:12237_41,7,7,3,13,5,3,19,24,9,12,7,5,5,103,5,7,11,8,16,10,29,16
Clostridium sp. CAG:122,9,2,0,11,0,0,11,18,0,6,1,9,6,46,3,5,7,2,7,1,11,4
Clostridium sp. CAG:127,76,219,13,639,76,20,62,575,23,228,99,49,107,3111,87,638,294,36,256,72,664,389
Clostridium sp. CAG:138,46,44,11,106,19,40,42,90,38,83,22,45,64,161,13,65,156,31,76,33,84,74
Clostridium sp. CAG:149,6,0,1,11,0,0,3,8,1,7,9,8,4,43,0,6,15,0,12,4,19,1
Clostridium sp. CAG:167,21,36,13,96,28,22,22,56,14,64,15,28,39,273,15,61,81,13,87,23,106,53
Clostridium sp. CAG:169,73,44,20,160,27,15,81,147,21,125,35,26,59,419,42,112,157,26,242,30,240,163
Clostridium sp. CAG:217,23,38,6,167,3,17,18,107,15,29,29,30,20,109,11,79,178,10,107,18,217,72
Clostridium sp. CAG:217_53_7,3,13,0,16,2,10,5,13,3,5,0,3,2,16,1,12,36,1,13,1,21,11
Clostridium sp. CAG:221,30,18,4,40,18,35,13,5,39,24,14,11,25,48,6,13,36,22,37,26,19,14
Clostridium sp. CAG:226,105,68,21,232,56,58,122,187,46,269,71,89,165,569,27,209,362,32,616,60,267,181
Clostridium sp. CAG:230,35,27,9,51,19,14,24,31,22,36,16,18,45,172,13,43,77,23,79,22,98,44
Clostridium sp. CAG:242,1,1,1,3,0,0,1,2,6,3,2,5,1,4,4,3,4,1,2,8,3,1
Clostridium sp. CAG:245,49,27,8,66,5,8,75,66,9,39,20,84,48,441,22,38,152,8,85,10,294,44
Clostridium sp. CAG:245_30_32,49,23,17,62,10,1,99,76,9,48,17,112,37,580,16,41,167,2,118,12,392,75
Clostridium sp. CAG:253,20,27,10,61,20,13,15,52,8,32,16,13,43,352,11,50,57,13,72,25,37,28
Clostridium sp. CAG:264,1,16,4,16,1,0,4,12,2,11,1,2,11,84,5,12,46,0,5,7,51,23
Clostridium sp. CAG:265,2,2,2,3,1,1,0,2,0,2,3,9,2,13,0,4,3,4,6,3,1,3
Clostridium sp. CAG:269,112,52,25,94,19,5,258,236,2,82,36,265,48,1744,45,107,365,4,204,14,1015,106
Clostridium sp. CAG:273,19,7,2,27,10,30,35,29,19,33,15,68,15,129,6,19,37,23,50,11,157,32
Clostridium sp. CAG:277,15,7,4,25,7,8,6,44,1,7,6,3,11,115,4,15,18,6,22,8,41,11
Clostridium sp. CAG:288,20,35,12,51,25,82,9,11,76,39,50,6,120,32,29,13,301,26,16,55,10,19
Clostridium sp. CAG:299,82,37,35,102,25,19,185,86,15,86,39,231,47,599,31,73,152,20,154,35,355,46
Clostridium sp. CAG:302,81,61,25,120,21,21,218,155,32,86,53,301,70,577,11,88,250,14,225,17,1032,90
Clostridium sp. CAG:306,160,135,52,243,176,342,43,123,159,147,130,26,598,229,132,117,315,74,264,232,97,72
Clostridium sp. CAG:307,4,3,0,6,10,20,2,0,7,2,12,0,6,6,4,6,23,1,3,5,1,4
Clostridium sp. CAG:307_30_263,4,2,2,8,9,20,2,8,5,7,11,5,4,29,4,3,40,0,9,9,10,10
Clostridium sp. CAG:343,122,51,33,174,24,13,391,136,24,146,59,394,90,893,50,125,374,27,423,23,1249,135
Clostridium sp. CAG:349,6,35,5,53,10,39,10,20,43,15,18,6,26,15,17,16,103,28,13,48,14,28
Clostridium sp. CAG:349_48_7,0,0,0,11,1,2,1,1,0,1,1,2,2,2,1,0,4,1,5,8,6,7
Clostridium sp. CAG:352,8,6,0,2,2,6,5,6,2,6,3,5,9,19,6,4,18,0,20,3,25,3
Clostridium sp. CAG:354,7,9,2,15,4,24,18,18,14,13,9,16,12,55,1,11,22,9,19,3,101,13
Clostridium sp. CAG:354_28_25,9,8,1,22,3,10,29,10,5,11,9,13,18,53,2,17,45,2,38,9,113,14
Clostridium sp. CAG:356,18,3,9,19,4,3,49,25,2,8,7,40,10,179,3,20,44,2,32,3,109,22
Clostridium sp. CAG:389,17,21,7,43,22,14,79,46,16,34,11,54,24,463,3,20,79,8,73,19,289,30
Clostridium sp. CAG:411,47,30,15,64,18,25,42,24,23,52,22,17,65,140,10,33,128,44,86,34,41,32
Clostridium sp. CAG:413,29,54,12,113,25,30,53,70,43,78,41,47,74,205,28,80,261,51,79,42,109,72
Clostridium sp. CAG:417,130,67,58,130,25,20,564,117,27,116,76,601,84,1209,43,71,284,27,399,33,1075,135
Clostridium sp. CAG:433,131,86,37,165,31,40,315,153,50,121,72,236,118,1717,31,117,368,21,281,22,1059,169
Clostridium sp. CAG:43,1240,332,595,783,555,35,2057,1019,27,1119,184,3088,389,11396,314,991,1888,9,2033,212,5180,745
Clostridium sp. CAG:440,78,30,14,74,10,13,279,84,25,51,33,108,53,844,30,63,192,20,193,13,690,70
Clostridium sp. CAG:448,40,35,10,77,33,37,28,21,40,60,36,23,38,134,12,48,83,42,53,37,54,43
Clostridium sp. CAG:451,39,21,5,61,16,51,105,58,39,40,45,192,40,445,13,48,143,22,136,27,587,58
Clostridium sp. CAG:452,83,56,27,105,34,29,194,97,36,70,58,203,76,841,17,69,175,33,169,38,580,83
Clostridium sp. CAG:465,89,52,15,125,20,32,294,98,27,80,51,226,79,873,18,68,284,42,216,22,839,134
Clostridium sp. CAG:470,4,2,0,9,7,2,11,9,0,6,9,14,5,50,5,2,13,3,19,3,20,7
Clostridium sp. CAG:492,43,28,4,55,12,19,105,27,23,34,21,106,27,359,10,37,116,20,112,28,411,60
Clostridium sp. CAG:505,1,2,1,2,0,0,1,2,2,0,0,0,0,8,1,1,2,4,3,2,3,1
Clostridium sp. CAG:508,31,34,8,74,7,16,116,53,16,50,28,196,39,327,20,38,108,21,136,29,356,72
Clostridium sp. CAG:510,240,290,185,450,169,29,115,634,27,446,117,135,281,2348,127,545,761,23,586,78,362,322
Clostridium sp. CAG:524,79,40,8,78,34,22,66,84,24,50,40,68,89,260,28,47,189,22,117,25,540,93
Clostridium sp. CAG:533,50,25,8,68,16,24,53,92,24,32,36,104,49,272,6,53,149,15,78,18,573,65
Clostridium sp. CAG:557,15,9,2,23,10,22,22,15,27,18,20,16,40,102,9,25,49,30,31,19,42,25
Clostridium sp. CAG:567,51,35,4,78,24,7,200,87,9,75,43,364,50,549,21,62,167,5,206,12,493,93
Clostridium sp. CAG:568,11,150,12,345,23,33,3,65,48,21,53,9,71,10,28,54,235,26,26,90,22,165
Clostridium sp. CAG:571,38,36,14,53,28,21,128,88,69,54,37,122,52,606,13,43,183,27,100,19,882,66
Clostridium sp. CAG:575,13,8,2,23,7,10,43,20,17,12,9,34,12,225,9,16,49,10,37,9,146,13
Clostridium sp. CAG:58,234,96,70,245,114,31,876,311,17,327,67,961,92,1807,66,292,433,29,658,64,1308,151
Clostridium sp. CAG:590,50,35,9,77,40,47,30,69,20,55,28,18,71,281,19,50,100,34,84,39,87,49
Clostridium sp. CAG:594,56,37,31,48,15,36,110,50,49,31,42,174,33,353,14,28,158,22,102,25,320,83
Clostridium sp. CAG:609,26,24,9,30,10,16,30,71,26,18,31,75,31,199,15,34,101,13,54,10,267,33
Clostridium sp. CAG:628,54,35,10,76,17,24,80,87,43,43,49,146,50,300,15,43,176,23,143,12,617,64
Clostridium sp. CAG:62,14,18,4,76,15,6,16,71,7,19,12,9,16,183,10,43,36,6,32,4,161,26
Clostridium sp. CAG:62_40_43,10,17,5,54,14,8,8,44,5,27,6,3,16,126,2,53,20,4,27,8,126,32
Clostridium sp. CAG:632,33,29,13,143,24,19,31,34,19,70,23,14,54,425,12,63,118,37,95,23,136,70
Clostridium sp. CAG:678,34,28,10,61,27,52,40,32,35,36,28,28,77,117,16,33,106,24,99,43,70,44
Clostridium sp. CAG:710,73,37,8,55,9,34,90,65,39,49,43,90,60,450,19,44,158,20,132,24,466,45
Clostridium sp. CAG:715,15,22,18,38,12,15,13,42,10,10,24,7,23,118,13,45,31,4,51,16,25,20
Clostridium sp. CAG:729,8,11,1,21,15,17,3,19,13,9,6,1,44,22,10,11,28,5,16,11,16,1
Clostridium sp. CAG:75,6,10,4,50,9,3,18,63,0,9,6,9,11,286,1,29,35,11,38,6,65,17
Clostridium sp. CAG:762,24,25,10,43,20,44,39,30,43,24,42,65,40,149,15,24,89,22,63,21,172,22
Clostridium sp. CAG:768,62,51,18,97,90,99,17,55,55,82,47,20,261,144,61,71,163,25,108,64,32,38
Clostridium sp. CAG:780,75,56,8,72,7,15,192,79,15,43,31,158,35,513,8,36,203,20,145,11,395,64
Clostridium sp. CAG:793,52,27,24,35,31,15,61,62,13,60,10,98,27,494,26,54,136,18,104,14,304,48
Clostridium sp. CAG:798,52,33,13,65,20,21,170,74,32,57,47,170,51,489,21,60,126,35,131,20,405,50
Clostridium sp. CAG:7,345,184,157,474,156,14,496,530,35,399,65,542,112,3784,121,540,693,20,833,88,1638,237
Clostridium sp. CAG:813,164,134,72,280,132,86,51,193,65,144,126,22,299,712,116,203,369,34,263,102,213,90
Clostridium sp. CAG:81,52,23,15,47,22,5,79,37,6,41,4,72,14,466,8,65,67,4,90,14,231,19
Clostridium sp. CAG:914,45,21,5,60,25,44,93,51,46,35,45,61,49,229,16,48,127,22,69,15,193,26
Clostridium sp. CAG:91,150,102,115,151,55,1,100,303,4,145,22,6,48,1372,47,217,119,2,305,30,251,106
Clostridium sp. CAG:921,15,9,2,25,12,19,13,18,22,22,13,15,9,81,7,18,28,33,31,14,83,17
Clostridium sp. CAG:964,15,24,12,60,26,19,24,25,25,35,15,35,47,164,14,46,91,17,74,14,81,29
Clostridium sp. CAG:967,38,33,16,64,61,76,8,37,41,34,47,11,134,56,54,39,66,9,73,47,24,19
Clostridium sp. CAG_433_25_7,1,3,2,6,3,0,7,5,1,5,4,10,1,41,0,8,9,3,9,1,33,4
Clostridium sp. CL-2,12,11,4,21,4,13,11,14,26,14,8,14,8,40,13,15,27,28,34,16,18,9
Clostridium sp. CL-6,34,28,21,85,32,84,13,21,62,105,78,34,49,76,22,80,84,54,115,65,26,43
Clostridium sp. D5,8,5,5,10,9,11,5,7,10,12,4,14,7,45,3,7,17,5,11,11,13,4
Clostridium sp. DL-VIII,44,25,17,100,10,39,21,44,21,62,15,15,40,270,24,69,44,36,160,17,94,19
Clostridium sp. DMHC 10,24,21,5,54,38,54,11,17,30,58,18,24,23,48,17,40,62,58,73,32,30,17
Clostridium sp. DSM 18688,9,5,0,16,4,1,2,2,1,8,0,3,7,5,1,8,16,0,24,3,0,2
Clostridium sp. DSM 4029,1,0,2,0,0,0,1,0,3,3,0,3,0,2,1,1,1,0,4,0,1,3
Clostridium sp. DSM 8431,49,20,4,58,29,27,18,23,39,54,17,26,39,80,20,48,81,41,95,47,33,27
Clostridium sp. FS41,34,6,8,28,12,4,18,6,6,23,15,34,23,60,7,17,41,13,39,16,26,16
Clostridium sp. HGF2,0,2,0,4,0,1,1,1,2,1,1,5,2,13,1,1,1,0,5,0,9,3
Clostridium sp. HMP27,42,29,13,58,14,70,16,16,54,67,36,35,32,63,19,58,70,111,99,47,25,27
Clostridium sp. HMSC19A10,2,3,3,2,5,1,1,2,2,2,0,0,2,4,1,2,2,1,10,5,4,0
Clostridium sp. HMSC19A11,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2
Clostridium sp. HMSC19B10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Clostridium sp. HMSC19B11,0,1,0,4,1,1,0,2,0,3,1,2,0,4,1,1,3,0,1,2,0,1
Clostridium sp. HMSC19D07,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Clostridium sp. IBUN13A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Clostridium sp. IBUN22A,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
Clostridium sp. IBUN62F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Clostridium sp. IEH 97212,0,2,1,4,2,2,1,3,1,1,8,2,5,8,2,1,3,2,2,4,4,1
Clostridium sp. K25,0,2,0,0,0,0,0,0,4,0,3,0,1,0,1,2,2,0,0,1,3,0
Clostridium sp. KLE 1755,109,44,23,78,40,19,346,103,22,81,32,722,99,316,42,71,276,23,297,48,391,72
Clostridium sp. KNHs205,125,76,21,257,69,87,51,55,69,218,101,105,164,217,46,210,173,117,206,83,133,75
Clostridium sp. KNHs209,210,69,32,188,118,67,152,71,41,183,109,175,337,509,81,115,496,67,424,89,294,117
Clostridium sp. KNHs214,82,36,13,87,79,74,24,44,84,78,41,74,79,107,22,95,129,54,132,61,45,49
Clostridium sp. L2-50,49,75,42,100,36,16,60,188,7,59,31,36,69,803,40,123,448,14,110,38,577,318
Clostridium sp. L74,11,12,2,24,5,10,3,7,16,12,7,4,9,11,9,37,17,10,32,13,7,7
Clostridium sp. LF2,18,20,16,30,17,42,11,14,41,39,27,15,13,45,19,34,48,44,46,36,22,12
